name,latin_name,hindi_name,preview,rasa,guna,virya,vipaka,prabhava,pacify_dosha,aggravate_dosha,tridosha,category,therapeutic_uses,contraindications,source_url,pacify_vata,pacify_pitta,pacify_kapha,aggravate_vata,aggravate_pitta,aggravate_kapha
Kumkumadi Thailam,,,"A renowned facial oil made with Saffron and other herbs to improve complexion, reduce blemishes, and add glow.","Madhura, Tikta",Snigdha,Sheeta,Madhura,"Varnya, Kushtaghna","Pitta, Vata",Kapha,False,Dermatological,"A renowned facial oil made with Saffron and other herbs to improve complexion, reduce blemishes, and add glow.; Dermatological","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/kumkumadi-thailam.html,1,1,0,0,0,1
Neelibringadi Thailam,,,"A famous herbal hair oil for promoting hair growth, preventing hair fall, and delaying premature graying.","Tikta, Kashaya",Snigdha,Sheeta,Katu,"Keshya, Chakshushya",Pitta,"Vata, Kapha",False,Ophthalmological,"A famous herbal hair oil for promoting hair growth, preventing hair fall, and delaying premature graying.; Ophthalmological","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/neelibringadi-thailam.html,0,1,0,1,0,1
Murivenna,,,"'Wound Oil', this is a famous first-aid remedy for cuts, burns, sprains, and fractures.",Tikta,Snigdha,Sheeta,Katu,"Vranaropana, Sandhanakaraka","Vata, Pitta",Kapha,False,General Wellness,"'Wound Oil', this is a famous first-aid remedy for cuts, burns, sprains, and fractures.","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/murivenna.html,1,1,0,0,0,1
Pinda Thailam,,,A cooling oil used topically to relieve the pain and burning sensation of gout and Pitta-type arthritis.,Madhura,Snigdha,Sheeta,Madhura,"Dahashamana, Vatahara",Pitta,"Vata, Kapha",False,General Wellness,A cooling oil used topically to relieve the pain and burning sensation of gout and Pitta-type arthritis.,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/pinda-thailam.html,0,1,0,1,0,1
Sahacharadi Thailam,,,"A medicated oil primarily used for Vata disorders affecting the lower limbs, like sciatica and varicose veins.","Tikta, Kashaya",Snigdha,Ushna,Katu,"Vatahara, Shoolaghna",Vata,Pitta,False,Analgesic,"A medicated oil primarily used for Vata disorders affecting the lower limbs, like sciatica and varicose veins.; Analgesic","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/sahacharadi-thailam.html,1,0,0,0,1,0
Eladi Thailam,,,"An aromatic oil used for skin detoxification and improving complexion, especially for Kapha and Vata skin types.","Madhura, Katu",Laghu,Sheeta,Madhura,"Varnya, Kushtaghna","Kapha, Vata",Pitta,False,Dermatological,"An aromatic oil used for skin detoxification and improving complexion, especially for Kapha and Vata skin types.; Dermatological","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/eladi-thailam.html,1,0,1,0,1,0
Brahmi Ghritam,,,"Medicated ghee with Brahmi, a powerful brain tonic for improving memory, intelligence, and speech.","Tikta, Madhura","Guru, Snigdha",Sheeta,Madhura,"Medhya, rasayan","Vata, Pitta",Kapha,False,"Neurological, Rejuvenation","Medicated ghee with Brahmi, a powerful brain tonic for improving memory, intelligence, and speech.; Neurological; Rejuvenation","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/brahmi-ghritam.html,1,1,0,0,0,1
Talisadi Churna,,,"A formulation similar to Sitopaladi but more heating, used for cough, cold, and digestive issues.","Katu, Madhura",Laghu,Ushna,Madhura,"Kasahara, Deepana","Vata, Kapha",Pitta,False,"Digestive, Respiratory","A formulation similar to Sitopaladi but more heating, used for cough, cold, and digestive issues.; Digestive; Respiratory","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/talisadi-churna.html,1,0,1,0,1,0
Draksharishta,,,"A fermented tonic of grapes, used for respiratory and digestive issues, and as a general strength-promoter.","Madhura, Kashaya",Guru,Sheeta,Madhura,"Kasahara, Balya, Deepana",Vata,Pitta,False,"Digestive, Respiratory, Strengthening","A fermented tonic of grapes, used for respiratory and digestive issues, and as a general strength-promoter.; Digestive; Respiratory; Strengthening","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/draksharishta.html,1,0,0,0,1,0
Pippalyasava,,,"A fermented tonic with Pippali, used for malabsorption, digestive issues, and respiratory ailments.",Katu,"Laghu, Tikshna",Ushna,Madhura,"Deepana, Pachana, Grahi","Vata, Kapha",Pitta,False,Digestive,"A fermented tonic with Pippali, used for malabsorption, digestive issues, and respiratory ailments.; Digestive","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/pippalyasava.html,1,0,1,0,1,0
Aravindasava,,,"A classical pediatric tonic made with Lotus, used for improving digestion, strength, and immunity in children.","Madhura, Kashaya",Laghu,Sheeta,Madhura,"Balya, Deepana, Pachana",tridosha,,True,"Digestive, Strengthening","A classical pediatric tonic made with Lotus, used for improving digestion, strength, and immunity in children.; Digestive; Strengthening","Use with caution in Kapha aggravation, cold conditions, low digestive fire; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/aravindasava.html,1,1,1,0,0,0
Pradarantak Lauh,,,An iron-based formulation specifically used for treating excessive menstrual bleeding (menorrhagia).,Kashaya,Guru,Sheeta,Katu,"Raktastambhana, Vatahara","Pitta, Vata",Kapha,False,General Wellness,An iron-based formulation specifically used for treating excessive menstrual bleeding (menorrhagia).,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/pradarantak-lauh.html,1,1,0,0,0,1
Hinguleshwar Ras,,,"A herbo-mineral formulation containing purified Cinnabar, used for fever and Vata disorders.",Tikta,Laghu,Ushna,Katu,"Jwaraghna, Vatahara","Vata, Kapha",Pitta,False,Anti-pyretic,"A herbo-mineral formulation containing purified Cinnabar, used for fever and Vata disorders.; Anti-pyretic","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/hinguleshwar-ras.html,1,0,1,0,1,0
Kottamchukkadi Thailam,,,"A South Indian medicated oil for external use on painful joints, inflammation, and stiffness due to Vata.","Katu, Tikta","Snigdha, Tikshna",Ushna,Katu,"Vatahara, Shoolaghna","Vata, Kapha",Pitta,False,Analgesic,"A South Indian medicated oil for external use on painful joints, inflammation, and stiffness due to Vata.; Analgesic","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/kottamchukkadi-thailam.html,1,0,1,0,1,0
Lakshadi Thailam,,,"A nourishing and strengthening massage oil, especially recommended for babies, children, and convalescing adults.",Madhura,"Guru, Snigdha",Sheeta,Madhura,"Balya, Brimhaniya","Vata, Pitta",Kapha,False,"Nutritive, Strengthening","A nourishing and strengthening massage oil, especially recommended for babies, children, and convalescing adults.; Nutritive; Strengthening","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/lakshadi-thailam.html,1,1,0,0,0,1
Triphaladi Thailam,,,"An oil infused with Triphala, used for head massage to treat headache, hair fall, and diseases of the eyes, ears, and throat.",Kashaya,Snigdha,Sheeta,Madhura,"Keshya, Chakshushya","Vata, Pitta",Kapha,False,Ophthalmological,"An oil infused with Triphala, used for head massage to treat headache, hair fall, and diseases of the eyes, ears, and throat.; Ophthalmological","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/triphaladi-thailam.html,1,1,0,0,0,1
Himasagara Thailam,,,"A highly cooling massage oil used for Pitta and Vata disorders, especially those with burning sensation and pain.","Madhura, Tikta","Snigdha, Guru",Sheeta,Madhura,"Dahashamana, Vatahara","Pitta, Vata",Kapha,False,General Wellness,"A highly cooling massage oil used for Pitta and Vata disorders, especially those with burning sensation and pain.","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/himasagara-thailam.html,1,1,0,0,0,1
Sphatika Bhasma,,,"Purified Alum ash is a powerful astringent and hemostatic, used for bleeding disorders and as an antiseptic.","Kashaya, Amla",Ruksha,Sheeta,Katu,"Raktastambhana, Kushtaghna","Pitta, Kapha",Vata,False,Dermatological,"Dermatological; Purified Alum ash is a powerful astringent and hemostatic, used for bleeding disorders and as an antiseptic.","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/sphatika-bhasma.html,0,1,1,1,0,0
Samudra Lavana,,,"Common Sea Salt is heating and heavy, used as a digestive aid and laxative, but aggravates Pitta.",Lavana,"Guru, Snigdha",Ushna,Madhura,"Deepana, Virechana",Vata,"Pitta, Kapha",False,"Digestive, Purgative","Common Sea Salt is heating and heavy, used as a digestive aid and laxative, but aggravates Pitta.; Digestive; Purgative","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/samudra-lavana.html,1,0,0,0,1,1
Vida Lavana,,,"A type of Black Salt, it is light and heating, used to stimulate digestion and relieve bloating without causing water retention.","Lavana, Katu","Laghu, Tikshna",Ushna,Katu,"Deepana, Hridaya",Vata,Pitta,False,"Cardiac, Digestive","A type of Black Salt, it is light and heating, used to stimulate digestion and relieve bloating without causing water retention.; Cardiac; Digestive","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/vida-lavana.html,1,0,0,0,1,0
Gorochana,,,Cow bezoar is a rare substance used as a nervine tonic and for treating fevers and poisoning.,Tikta,Laghu,Sheeta,Katu,"Medhya, Vishaghna, Jwaraghna","Pitta, Kapha",Vata,False,"Anti-pyretic, Anti-toxic, Neurological",Anti-pyretic; Anti-toxic; Cow bezoar is a rare substance used as a nervine tonic and for treating fevers and poisoning.; Neurological,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/gorochana.html,0,1,1,1,0,0
Shukti Bhasma,,,"Oyster shell ash is a natural calcium source used for hyperacidity, ulcers, and digestive issues.",Katu,"Laghu, Ruksha",Sheeta,Madhura,"Amlapittahara, Shoolaghna","Vata, Pitta",Kapha,False,Analgesic,"Analgesic; Oyster shell ash is a natural calcium source used for hyperacidity, ulcers, and digestive issues.","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/shukti-bhasma.html,1,1,0,0,0,1
Varatika Bhasma,,,"Cowrie shell ash is an excellent antacid and digestive, used for colic, malabsorption, and bloating.",Katu,"Laghu, Tikshna",Ushna,Madhura,"Deepana, Pachana, Shoolaghna","Vata, Kapha",Pitta,False,"Analgesic, Digestive","Analgesic; Cowrie shell ash is an excellent antacid and digestive, used for colic, malabsorption, and bloating.; Digestive","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/varatika-bhasma.html,1,0,1,0,1,0
Abhayarishta,,,"A fermented decoction with Haritaki. An excellent laxative and carminative, used for piles and constipation.","Kashaya, Madhura","Laghu, Tikshna",Ushna,Madhura,"Virechana, Deepana, Arshoghna",Vata,Pitta,False,"Digestive, Purgative","A fermented decoction with Haritaki. An excellent laxative and carminative, used for piles and constipation.; Digestive; Purgative","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/abhayarishta.html,1,0,0,0,1,0
