name,latin_name,hindi_name,preview,rasa,guna,virya,vipaka,prabhava,therapeutic_uses,category,contraindications,pacify_dosha,aggravate_dosha,tridosha,source_url
Abhayarishta,,,"A fermented decoction with Haritaki. An excellent laxative and carminative, used for piles and constipation.","Kashaya, Madhura","Laghu, Tikshna",Ushna,Madhura,"Virechana, Deepana, Arshoghna","A fermented decoction with Haritaki. An excellent laxative and carminative, used for piles and constipation.; Digestive; Purgative","Digestive, Purgative","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Vata,Pitta,False,/p/abhayarishta.html
Amritarishta,,,"A fermented decoction of Giloy, used for all types of fevers, boosting immunity, and as a general health tonic.","Tikta, Kashaya",Laghu,Ushna,Madhura,"Jwaraghna, rasayan, Deepana","A fermented decoction of Giloy, used for all types of fevers, boosting immunity, and as a general health tonic.; Anti-pyretic; Digestive; Rejuvenation","Anti-pyretic, Digestive, Rejuvenation","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",tridosha,,True,/p/amritarishta.html
Arjunarishta,,,"A fermented decoction of Arjuna bark, it is a premier cardiotonic used to strengthen the heart and improve circulation.",Kashaya,Laghu,Sheeta,Katu,"Hridaya, Balya","A fermented decoction of Arjuna bark, it is a premier cardiotonic used to strengthen the heart and improve circulation.; Cardiac; Strengthening","Cardiac, Strengthening","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/arjunarishta.html
Ashokarishta,,,"A famous formulation with Ashoka bark, primarily used for female reproductive health, regulating menses, and relieving pain.","Kashaya, Tikta",Laghu,Sheeta,Katu,"Yonirogahara, Raktastambhana","A famous formulation with Ashoka bark, primarily used for female reproductive health, regulating menses, and relieving pain.",General Wellness,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/ashokarishta.html
Balarishta,,,"A fermented tonic with Bala, it is a powerful nerve tonic used to treat Vata disorders, debility, and joint pain.",Madhura,"Guru, Snigdha",Ushna,Madhura,"Vatahara, Balya, rasayan","A fermented tonic with Bala, it is a powerful nerve tonic used to treat Vata disorders, debility, and joint pain.; Rejuvenation; Strengthening","Rejuvenation, Strengthening","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Vata,Pitta,False,/p/balarishta.html
Kutajarishta,,,"A fermented decoction of Kutaja, it is a specific remedy for diarrhea, dysentery, IBS, and other intestinal issues.","Kashaya, Tikta","Laghu, Ruksha",Sheeta,Katu,"Grahi, Deepana, Arshoghna","A fermented decoction of Kutaja, it is a specific remedy for diarrhea, dysentery, IBS, and other intestinal issues.; Digestive",Digestive,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/kutajarishta.html
Ushirasva,,,"A cooling fermented tonic with Ushira (Vetiver), used for bleeding disorders, burning sensations, and skin diseases.","Tikta, Madhura",Laghu,Sheeta,Madhura,"Raktapittahara, Dahashamana","A cooling fermented tonic with Ushira (Vetiver), used for bleeding disorders, burning sensations, and skin diseases.",General Wellness,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Pitta,"Vata, Kapha",False,/p/ushirasva.html
Khadiradi Vati,,,"An astringent tablet with Khadira, used for mouth ulcers, sore throat, and other oral cavity problems.","Kashaya, Tikta",Ruksha,Sheeta,Katu,"Grahi, Kushtaghna","An astringent tablet with Khadira, used for mouth ulcers, sore throat, and other oral cavity problems.; Dermatological; Digestive","Dermatological, Digestive","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Pitta",Vata,False,/p/khadiradi-vati.html
Lavangadi Vati,,,"A tablet with Clove (Lavanga), used to soothe sore throats, cough, and freshen the breath.","Katu, Tikta",Laghu,Sheeta,Katu,"Kasahara, Deepana","A tablet with Clove (Lavanga), used to soothe sore throats, cough, and freshen the breath.; Digestive; Respiratory","Digestive, Respiratory","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Vata",Pitta,False,/p/lavangadi-vati.html
Vyoshadi Vati,,,"A pungent tablet containing Trikatu, used for cough, cold, rhinitis, and to clear sinus congestion.",Katu,"Laghu, Tikshna",Ushna,Katu,"Kasahara, Deepana","A pungent tablet containing Trikatu, used for cough, cold, rhinitis, and to clear sinus congestion.; Digestive; Respiratory","Digestive, Respiratory","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Vata",Pitta,False,/p/vyoshadi-vati.html
Dadimashtaka Churna,,,"A powder with Pomegranate, excellent for treating diarrhea, IBS, and improving digestive function.","Madhura, Kashaya, Amla",Laghu,Ushna,Madhura,"Grahi, Deepana, Pachana","A powder with Pomegranate, excellent for treating diarrhea, IBS, and improving digestive function.; Digestive",Digestive,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Kapha",Pitta,False,/p/dadimashtaka-churna.html
Pushyanuga Churna,,,A classical formulation used for treating all types of gynecological bleeding disorders and diarrhea.,Kashaya,"Laghu, Ruksha",Sheeta,Katu,"Raktastambhana, Grahi",A classical formulation used for treating all types of gynecological bleeding disorders and diarrhea.; Digestive,Digestive,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/pushyanuga-churna.html
Phala Ghrita,,,"A medicated ghee renowned as a tonic for the female reproductive system, used to promote fertility and successful conception.",Madhura,"Guru, Snigdha",Sheeta,Madhura,"Vrishya, rasayan","A medicated ghee renowned as a tonic for the female reproductive system, used to promote fertility and successful conception.; Rejuvenation; Reproductive","Rejuvenation, Reproductive","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Pitta",Kapha,False,/p/phala-ghrita.html
Mahatiktaka Ghrita,,,"A highly bitter medicated ghee used for a wide range of Pitta-dominant skin diseases, and for blood purification.",Tikta,Snigdha,Sheeta,Katu,"Kushtaghna, Raktashodhak, Vishaghna","A highly bitter medicated ghee used for a wide range of Pitta-dominant skin diseases, and for blood purification.; Anti-toxic; Blood Purification; Dermatological","Anti-toxic, Blood Purification, Dermatological","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Pitta,Vata,False,/p/mahatiktaka-ghrita.html
Tapyadi Loha,,,"An iron-based formulation used for anemia, liver conditions, and as a general health tonic.",Tikta,"Laghu, Ruksha",Ushna,Katu,"Raktavardhak, Yakrituttejaka","An iron-based formulation used for anemia, liver conditions, and as a general health tonic.; Blood Purification; Hepatoprotective","Blood Purification, Hepatoprotective","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/tapyadi-loha.html
Navayasa Loha,,,"A classical iron formulation with nine herbs, used to treat anemia, skin diseases, and piles.","Katu, Tikta","Laghu, Ruksha",Ushna,Katu,"Raktavardhak, Kushtaghna, Arshoghna","A classical iron formulation with nine herbs, used to treat anemia, skin diseases, and piles.; Blood Purification; Dermatological","Blood Purification, Dermatological","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/navayasa-loha.html
Hajrul Yahood Bhasma,,,A fossilized stone ash used as a potent diuretic and for breaking down and expelling kidney and bladder stones.,Kashaya,Ruksha,Sheeta,Katu,"Ashmaribhedana, Mutrala",A fossilized stone ash used as a potent diuretic and for breaking down and expelling kidney and bladder stones.; Urinary,Urinary,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Kapha,"Vata, Pitta",False,/p/hajrul-yahood-bhasma.html
Kaharuba Pishti,,,"Processed Amber is a powerful hemostatic (stops bleeding), used for bleeding piles, menorrhagia, and ulcers.",Madhura,Snigdha,Sheeta,Madhura,"Raktastambhana, Hridaya","Cardiac; Processed Amber is a powerful hemostatic (stops bleeding), used for bleeding piles, menorrhagia, and ulcers.",Cardiac,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Pitta,"Vata, Kapha",False,/p/kaharuba-pishti.html
Godhuma,,,"Wheat is a nourishing, strengthening, and Vata-pacifying grain, but its heavy nature can increase Kapha.",Madhura,"Guru, Snigdha",Sheeta,Madhura,"Balya, Brimhaniya, Vrishya","Nutritive; Reproductive; Strengthening; Wheat is a nourishing, strengthening, and Vata-pacifying grain, but its heavy nature can increase Kapha.","Nutritive, Reproductive, Strengthening","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Vata,"Kapha, Pitta",False,/p/godhuma.html
Dadhi,,,Yogurt/Curd is nourishing but also heavy and channel-blocking (abhishyandi). It is generally heating in nature.,Amla,"Guru, Snigdha",Ushna,Amla,"Deepana, Balya",Digestive; Strengthening; Yogurt/Curd is nourishing but also heavy and channel-blocking (abhishyandi). It is generally heating in nature.,"Digestive, Strengthening","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Vata,"Pitta, Kapha",False,/p/dadhi.html
Takra,,,"Buttermilk is highly praised in Ayurveda as 'heavenly nectar'. It is light, easy to digest, and treats many digestive disorders.","Kashaya, Amla","Laghu, Ruksha",Ushna,Madhura,"Grahi, Deepana, Lekhana","Buttermilk is highly praised in Ayurveda as 'heavenly nectar'. It is light, easy to digest, and treats many digestive disorders.; Digestive; Metabolic","Digestive, Metabolic","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Kapha",Pitta,False,/p/takra.html
